,product_url,number_of_bids,Name,color,number_of_views,Price,pic,Number sold,ship,SellerFeedback
1920,http://www.ebay.com/itm/Brand-New-Apple-iPhone-6s-Plus-Factory-Unlocked-Gray-Silver-Gold-Pink-16-64-128G-/282491827017?var=&hash=item41c5d33349:m:mTvP-RY1gFzyqo3ZVru9dsA,NA,Brand New Apple iPhone 6s Plus Factory Unlocked Gray Silver Gold Pink 16/64/128G, iPhone 6s Plus iPhone 6s iPhone 6 Plus iPhone 6 iPhone 5s iPhone 4s,2 sold in last hour,NA,http://i.ebayimg.com/images/g/hD8AAOSwYvFZI6Ej/s-l300.jpg,22 sold,FREE,95.9% ÊPositive feedback
1921,http://www.ebay.com/itm/Apple-iPhone-4-4S-5-5C-5S-6-6S-7-Plus-Verizon-Factory-Unlocked-Smartphone-/162405503173?var=&hash=item25d01f50c5:m:m5Aay1K17-5KBE4I147MoXQ,NA,Apple iPhone 4 4S 5 5C 5S 6 6S 7 Plus Verizon Factory Unlocked Smartphone, iPhone 4s[out of stock] iPhone 5 iPhone 5c iPhone 5s iPhone 6 iPhone 6 Plus[out of stock] iPhone 6s iPhone 6s Plus[out of stock] iPhone 7[out of stock] iPhone 7 Plus[out of stock],"1,505 viewed per day",US $94.99,http://i.ebayimg.com/images/g/cZkAAOSwr~lYrHdo/s-l300.png,"1,132 sold",FREE,97.2% ÊPositive feedback
1922,https://pulsar.ebay.com/plsr/clk/0/SADS/9?pld=%7B%22mecs%22%3A%22302327429390b9c46d1cb1384b569db2a81ad4ebfa65%22%2C%22enc%22%3A%22AQABAAACkLmQa24OtTHRaocrSZUBEXfC8Hwc56KT5lABSTpHfMVlLGNDcOLNzBLPR6SkwxatwwXwW%2Bq6a2yc4Idnw3MXmh13ilgFSihzDKzmM5ISSEqb3iJYwkB1ufhMdKsdhABIL6eoI9t5qEN12fabGoF3dir8him2P4uCvhnAINwI2DWz%2FZn4wAIeHF%2BYl9IL5GD6Hrc1jd6NsxaBnVMLYHYudTDcVzPs5na0mNByCEgY3%2BSgcECfSEuUCh6meuXihebUoGb9E3bOoAVAyofSfPf7LMoxhJWdsz8m2infSsVOO%2BWnOje0Pwcgoxy6dmkMr5Ku9kQh3uEYrYIaYnmTAVABnnS%2BsCYQfEK081B9e7R7QRsS%2BYNG67XKxra2CujG26VkQeS0c6If5aKCswr%2BUF%2FOTmTHW4KB7G%2BeYSiV%2FUG4%2FDtRA0Op9VF6jTCNUgm7E%2Fxc5YXr9pbBnp1g18WxR4ZvomM4L6WldWn3caq5TkcnAOP15LDPCdR8t7XcPE%2FypqZa%2FVTwctSqNmQB3d91T4gVjSTKtQEDH7%2BIVtTzOfnTO1ogv%2B8NSsTmuznuHa5hyG7NNERpKeYNt6WFO7TTxFLZpHxdWkTzhpIGAaPGB10daJgAc2zopIRz9SBaHDz0Sq%2Fk%2BY86SE4h3nlQJiNzYnnMqdXlQd3wIL2aarMf0xFo5GImYZ39Q15d2qWzoDdqpjnDS8fhgkemvJiJ%2BwH8jvr95gvcZAZo6Kr0blbdzmo2zsUAdzQzvJjQPJokT2gQ%2FH%2FJqwFE4V05nfb3G743wnKE%2FQHfaTJpkiOFtFp6JPxyf0LZJ3J%2F1GDD2nXk9obKeoo3wN1LKImpa%2BpI7HJWYYIBhPNre57iQMulD2tH3JF4dWHf%22%7D,NA,NA, NA,NA,NA,NA,NA,NA,NA
1923,https://pulsar.ebay.com/plsr/clk/0/SADS/9?pld=%7B%22mecs%22%3A%223917945612172509957d532c44f48fc86b5cc2097174%22%2C%22enc%22%3A%22AQABAAACkLmQa24OtTHRaocrSZUBEXehZHybl5XhPU%2BmbH4qjaC3grnGpmTuxGUG10mnNjA67JRjf1BXzDYG3a9ofN1Gwvpm7pp1dRg7Ra2tFAS%2Fd2qZsHwgZtXAbIuMfW0%2BNuyrk4te%2B%2BcHZrWUanu3Wsn%2FayyS%2BfSP7i%2B2J%2FNyvcbaftSkTUjop9EbabXCVsfcqiiRT1WZc6e18R67tHbijfwqCm4YOyzwaQGLuik%2Bf3L7eHf4NJMccETUR19NFpHHwmJ%2FbxDjKzDVzFR9fIrMcXwXdEjvNqwA%2F0tRbPzpCMYvdQoByAlQr%2BqShKi8Zq7E609MEdSkA4hjSXqQfTKCz5vSRh0D29%2Fv9uQWPCfhIvkgY9G5E3JlJ%2FYwUnzCFh8NFoPzvaJ4QOfmibWr3tfwuq72V0xhwJSyBq52DNtpTUsEFJpbSqJMtRB%2BAE7DxUt78NOVnPHUBVGY30z5LGVt6vNFkhHnaYslloR6jbAplzLjqs7X4z4V7%2BSYyZ5NG8nPSnZeH8Ro4wpQdh2xNsWh2wiLIfg4EHiD4WLLIvevpztFz6GEDUHHXkxyjD9CtcXCFYOS8pDGH4fC2E8uIqjvHod4aEpYVvBH1fbFylMLTwPEt1YKZ7An3yyV9QzBHK1cmJBv9UMg3Ogr%2Frb7Ait%2Fxmrf15Rs2x2FiS0lwpZpJOqh%2B8D8PLfcavzJ0tsdFkciwc1avSgomvuCHkovL8fJc21UB23QTc%2BY8LL%2FTlA6igmh7b7PvZQgFa8EmzVmdfocy1nLxA%2BiGRTsX7JO2kE6bQ9jdXLNh8j3r64jxwdY0QJtqbAlveQ2HcDmfsiEpiZPufRIE6H7LtijW0VX2INE6cA52iFoZu%2FcpNq3%2BIibsaVu1fYY%22%7D,NA,NA, NA,NA,NA,NA,NA,NA,NA
1924,http://www.ebay.com/itm/Apple-iPhone-6-4-7-16-64-128-GB-GSM-UNLOCKED-Smartphone-/232240468040?var=&hash=item36129c5048:m:mFgTXZQKUnPN7WArA7yG8cw,NA,"Apple iPhone 6 4.7"" 16 64 128 GB GSM UNLOCKED Smartphone", Gold[out of stock] Silver Space Gray,20 viewed per hour,US $259.99,http://i.ebayimg.com/images/g/3cQAAOSwCU1Yo3x0/s-l300.jpg,690 sold,FREE,98.4% ÊPositive feedback
1925,http://www.ebay.com/itm/Apple-iPhone-6-AT-T-T-mobile-SmartPhone-Gold-Silver-Space-Gray-16GB-64GB-/322483765485?var=&hash=item4b1587c0ed:m:mjeoWHFti_eikP8AaQWlWYA,NA,Apple iPhone 6 (AT&T/T-mobile, Gold Space Gray[out of stock] Silver,42 viewed per hour,US $234.99,http://i.ebayimg.com/images/g/ZNsAAOSwpkFY8TPV/s-l300.jpg,242 sold,FREE,98.2% ÊPositive feedback
1926,http://www.ebay.com/itm/Apple-iPhone-6-16GB-64GB-128GB-Sprint-Verizon-US-Cellular-/361938801652?var=&hash=item54453bd3f4:m:mcMJK-78aYkZf42TE1QA_ew,NA,Apple iPhone 6 16GB 64GB 128GB Sprint Verizon US Cellular, Gold Space Gray[out of stock] Silver,26 viewed per hour,US $209.99,http://i.ebayimg.com/images/g/RJsAAOSwal5YCRlk/s-l300.jpg,846 sold,FREE,98.8% ÊPositive feedback
1927,https://pulsar.ebay.com/plsr/clk/0/SADS/9?pld=%7B%22mecs%22%3A%221726926031764c805fe147024a79be89d8555deefcd4%22%2C%22enc%22%3A%22AQABAAACkLmQa24OtTHRaocrSZUBEXf9GpX6B2BlRoOUIcy%2BtoE2QHM%2FtDrjGM8HS62yOqCqwn1QeTAEsaP73Sa2tlEhN9NrMSjPhwv5fPbgcLukt2rLMOr%2FxEGbo7%2B1jt6ts7bXq%2F6wdyvSxQCr%2BoaTBUXKQbZp0P9Xgi%2BTEaTVHLZiep4XVyT4hRKmmYrVH3lfvJns69alC6bXghAml3Gco%2FjD4xLl%2F5Vti98nQWrHgf2zHzpvVsEe%2BZlxSX2ugbZ0dKVtAGbHz8OAbIKdT3R9PvA%2FbTC0tQUoXKXMhP75MirxtxuZCycpzqOzmDjY7z1uUR27Dr0cLXdKnTVHmdlgAay4smGI%2FJwxDQ0QqFQrKALBu0EU%2FY38MkSQGsf7QYxtF0MPaUBPu23AYMZYsJ3gDjUOCfXsw6dY4I8mb%2Be2LA%2Fur1NoOCKJ35ltypu61M5gTXMU31Ip12j0obkbIpXPfU1n4aj9e2ZFiBFFUJAKtwG7ur6DSLY74KJe0LKqYysJYcfZgAyksDvouWqffgqFwCFRLOT3CffIpoyy%2B2EQ2qDovZoB9af15mMCZHfg1a4%2F4WnMosLBxd%2ByxwswgHkn887riOfuiSRFz5%2BfMu3CdjOp4fQM1toqFMF8n%2FABKL9%2BEKoSlgC4hyLTVi8812Twt91XfOEF9KB0cYMWmren%2B%2FEz4YMoSIXllA8Ej6%2BMTstqejSrbg7fqeJP8aLM%2FO5f5usWySvEQEZlGT4h3GB3%2BX7q8UUUwz%2FbkQ1toHmYiF3HruPi%2Bh5RGA%2FGdcWu2uQIVbdIOdG7S252jOERgSaKERpSSod22UbKqZAJgAo8YjAhdm%2FEhXcoU%2F%2F11%2FVpJbgTxA9Ve%2Fya8vVBXCZrydWEXconHiKs%22%7D,NA,NA, NA,NA,NA,NA,NA,NA,NA
1928,https://pulsar.ebay.com/plsr/clk/0/SADS/9?pld=%7B%22mecs%22%3A%2226299948803244ff4217d35d449c89f1baeab77076d8%22%2C%22enc%22%3A%22AQABAAACoLmQa24OtTHRaocrSZUBEXczwUZX%2Bu6ru4FpnJ1aPxCLioIwO3%2FceLIvqT5AUCb2Fw3%2FZW%2BhXS3z003KlbKMK9rlrvlNaoIdOGAxrVRsw%2FqNRVvICbEhgtNmA4UomxWc3MOPVebzvHEZWFlE9igodW3nCHWkuQYqqk0ZEOwPvtoRHLPKVAHU3PZ6ebvtJCx0ZAIHARFsyxdrzNrAOcGtX%2BYR9mU4QHxCx73sSaK71kGigI31cZ0NU7pyDyXOnRM3IPiQV3nIP%2BCSvb0mharWTqjSakyKjwC4QUhbKXkbjJH%2FUSPmQryJRQm3Jv%2B2z1NesFz0YUQRsCvOW0BNyqyfGmP%2FKkc77qsRLeyf0KAVQudjtaTl88Tk2c8Z8Y1HHisQggE7NE9wSVp5mUWHWlQJF1e6dbLmKxNlBWwZWO1iQC2aDh5APHVRrqvpRthHRj3c3qJY8UhTTZ0TECB793ggbsc8v5VIz%2Benkz%2BiyX5NxdrE42XTjbm%2B4twTwA%2Fe4AKkcKcgZDWQbfRt929GuIgt0PaX0fHtIsCjyL9BF5AooLcorad0%2F43jvNag%2BpDnnUfqYhCkWtXfaB7ugOEIlA41eb2uPKsNG5bhwtS%2BZZfVc2Iojd6uFQeLvUL2cvK45GBiAphkeoH9vuRyOSKAziGMnkZHKsRHNyefRGA8VnGoFE3ZXe1bt%2BYgceLpvtdhIVH21FumPGOqK9rvQ8aU4N0KbOLO8RPrESYYCXu6U2Kwg%2B9zraiVXDw3tBJySdjLbZUE%2F3AGr3LOPY%2FzZb4wD06fK0mnKtU1t8FE2aQkJfKOkSFBELTEYdJN04EDS8R6cu3jSCi3uItoXLdFSBuVy3hPCw7zAwuyJivsQsUBU2UhuM5DDgnnXiB6IWDOC6IZ19JHYw%3D%3D%22%7D,NA,NA, NA,NA,NA,NA,NA,NA,NA
1929,http://www.ebay.com/itm/Apple-iPhone-6-16GB-64GB-128GB-GSM-Factory-Unlocked-Smartphone-Gold-Gray-Silver-/192184676741?var=&hash=item2cbf197185:m:m4lZjoT-_S0xblU8hX7BH8A,NA,"Apple iPhone 6 16GB 64GB 128GB GSM""Factory Unlocked"" Smartphone Gold Gray Silver", Space Gray Silver Gold,55 viewed per hour,US $214.99,http://i.ebayimg.com/images/g/4gAAAOSwNRdX61Up/s-l300.jpg,168 sold,FREE,98.8% ÊPositive feedback
1930,http://www.ebay.com/itm/Apple-iPhone-6-16GB-64GB-GSM-Factory-Unlocked-Smartphone-Gold-Gray-Silver-/311716985269?var=&hash=item4893c7b9b5:m:m4lZjoT-_S0xblU8hX7BH8A,NA,"Apple iPhone 6 - 16GB 64GB GSM ""Factory Unlocked"" Smartphone Gold Gray Silver", Space Gray Silver Gold,NA,US $224.99,http://i.ebayimg.com/images/g/4gAAAOSwNRdX61Up/s-l300.jpg,258 sold,FREE,98.8% ÊPositive feedback
1931,http://www.ebay.com/itm/Apple-iPhone-6-16GB-Factory-Unlocked-4G-LTE-8MP-Camera-iOS-Smartphone-/381957225454?var=&hash=item58ee6cbbee:m:mDRF3-0tQsDf59tk_LdXnFw,NA,"Apple iPhone 6 16GB ""Factory Unlocked"" 4G LTE 8MP Camera iOS Smartphone", Gold Silver Space Gray,1 sold in last hour,US $242.95,http://i.ebayimg.com/images/g/JSUAAOSwiylXBSpW/s-l300.jpg,531 sold,FREE,98.3% ÊPositive feedback
1932,http://www.ebay.com/itm/Apple-iPhone-6-16GB-Unlocked-GSM-iOS-Smartphone-Black-Silver-Gold-/252178804962?var=&hash=item3ab70730e2:m:mG_Rz_hyvRd-a6Of7omib2w,NA,Apple iPhone 6 16GB Unlocked GSM iOS Smartphone Black Silver Gold, Space Gray/Black Silver/White Gold/White,8 sold in last 24 hours,US $214.99,http://i.ebayimg.com/images/g/NaAAAOSwZ1lWgrvI/s-l300.jpg,"6,662 sold",FREE,97% ÊPositive feedback
1933,http://www.ebay.com/itm/Apple-iPhone-6-a1549-16GB-Smartphone-Verizon-Unlocked-/381228351784?var=&hash=item58c2fb0128:m:m6JQ7wRY337KfSUSA2X55mQ,NA,Apple iPhone 6 a1549 16GB Smartphone Verizon Unlocked, Gold[out of stock] Silver Space Gray,34 viewed per hour,US $249.99,http://i.ebayimg.com/images/g/WXYAAOSw4CFY5R3Q/s-l300.jpg,"7,891 sold",FREE,98.4% ÊPositive feedback
1934,http://www.ebay.com/itm/Apple-iPhone-6-64GB-Unlocked-GSM-iOS-Smartphone-Black-Silver-Gold-/252178803513?var=&hash=item3ab7072b39:m:mG_Rz_hyvRd-a6Of7omib2w,NA,Apple iPhone 6 64GB Unlocked GSM iOS Smartphone Black Silver Gold, Space Gray/Black Silver/White Gold/White,158 viewed per day,US $234.99,http://i.ebayimg.com/images/g/NaAAAOSwZ1lWgrvI/s-l300.jpg,"4,037 sold",FREE,97% ÊPositive feedback
1935,http://www.ebay.com/itm/Apple-iPhone-6-16GB-Unlocked-GSM-iOS-Smartphone-Black-Silver-Gold-/272672838924?var=&hash=item3f7c91550c:m:mMa4wSWgLuma7R0Ie_swMNw,NA,Apple iPhone 6 16GB Unlocked GSM iOS Smartphone Black Silver Gold, Space Gray Silver[out of stock] Gold[out of stock],47 viewed per hour,US $218.95,http://i.ebayimg.com/images/g/tywAAOSwxu5ZGf1N/s-l300.jpg,84 sold,FREE,97.8% ÊPositive feedback
1936,http://www.ebay.com/itm/Apple-iPhone-6-AT-T-SmartPhone-Gold-Silver-Space-Gray-16GB-64GB-128GB-/232243801723?var=&hash=item3612cf2e7b:m:mDz7f4Cv6gfO-VAPRWqu7wQ,NA,Apple iPhone 6 (AT&T) SmartPhone Gold Silver Space Gray 16GB 64GB 128GB, Gold Space Gray Silver,10 viewed per hour,US $249.99,http://i.ebayimg.com/images/g/xzUAAOSw~AVYp2t4/s-l300.jpg,224 sold,FREE,98.2% ÊPositive feedback
1937,http://www.ebay.com/itm/Apple-iPhone-6-128GB-Factory-Unlocked-4G-LTE-iOS-8MP-Camera-Smartphone-/382037941107?var=&hash=item58f33c5b73:m:m9Qaj_5I-lRPilziVcCZH5g,NA,"Apple iPhone 6 128GB ""Factory Unlocked"" 4G LTE iOS 8MP Camera Smartphone", Gold[out of stock] Silver Space Gray,186 viewed per day,US $284.95,http://i.ebayimg.com/images/g/SDwAAOSwFqJWr6NN/s-l300.jpg,88 sold,FREE,98.3% ÊPositive feedback
1938,http://www.ebay.com/itm/NEW-Apple-iPhone-6-16GB-64GB-Gold-Silver-Space-Gray-GSM-Factory-Unlocked-Phone-/182569856644?var=&hash=item2a8202ee84:m:m1ZA8pthr0ruwQbVf9nnYIA,NA,NEW Apple iPhone 6 16GB 64GB Gold Silver Space Gray GSM Factory Unlocked Phone, iPhone 6-Gold iPhone 6-Silver iPhone 6-Gray iPhone 4S Black iPhone 4S White,18 viewed per hour,NA,http://i.ebayimg.com/images/g/4D0AAOSwlndZFErJ/s-l300.jpg,Experienced seller,$15.00 ,99% ÊPositive feedback
1939,http://www.ebay.com/itm/Apple-iPhone-6-4-7-16-64-128-GB-GSM-UNLOCKED-Smartphone-SRF-/352000867666?var=&hash=item51f4e2fd52:m:mFgTXZQKUnPN7WArA7yG8cw,NA,"Apple iPhone 6 4.7"" 16 64 128 GB GSM UNLOCKED Smartphone SRF", Gold Silver Space Gray,178 viewed per day,US $214.99,http://i.ebayimg.com/images/g/SyEAAOSwWxNYwXKI/s-l300.jpg,78 sold,FREE,98.4% ÊPositive feedback
1940,http://www.ebay.com/itm/Apple-iPhone-6-64GB-Factory-GSM-Unlocked-Space-Gray-Silver-Gold-AT-T-T-Mobile-/131741651396?var=&hash=item1eac6a11c4:m:mav9jBuvb4ahkI4kquxXmMQ,NA,Apple iPhone 6 64GB Factory GSM Unlocked - Space Gray Silver Gold AT&T T-Mobile, Space Gray Silver Gold[out of stock],13 viewed per hour,US $259.97,http://i.ebayimg.com/images/g/yx0AAOSw5cNYG~nm/s-l300.jpg,"1,125 sold",FREE,98.7% ÊPositive feedback
1941,http://www.ebay.com/itm/Apple-iPhone-6-128GB-Verizon-Wireless-4G-LTE-8MP-Camera-Smartphone-/401306230275?var=&hash=item5d6fb71e03:m:mLQOSdNz6d-DwcG0_3M8EAg,NA,Apple iPhone 6 128GB Verizon Wireless 4G LTE 8MP Camera Smartphone, Gold Silver Space Gray,NA,US $284.95,http://i.ebayimg.com/images/g/lMgAAOSwYHxWQLv9/s-l300.jpg,60-day returns,FREE,98.3% ÊPositive feedback
1942,http://www.ebay.com/itm/Apple-iPhone-6-16-64-128GB-GSM-Unlocked-4G-LTE-iOS-Smartphone-Gold-Gray-Silver-/142306188414?var=&hash=item21221c1c7e:m:mXoSuCXHnby_o9jb7j5UklQ,NA,Apple iPhone 6 16/64/128GB GSM Unlocked 4G LTE iOS Smartphone Gold Gray Silver, 128GB 64GB 16GB,323 viewed per day,US $217.99,http://i.ebayimg.com/images/g/dGEAAOSwfVpYoK-K/s-l300.jpg,898 sold,FREE,98.8% ÊPositive feedback
1943,http://www.ebay.com/itm/Apple-iPhone-6-128GB-Verizon-GSM-Unlocked-4G-LTE-Space-Gray-Silver-Gold-/112086944698?var=&hash=item1a18e70bba:m:mav9jBuvb4ahkI4kquxXmMQ,NA,Apple iPhone 6 128GB Verizon + GSM Unlocked 4G LTE - Space Gray Silver Gold, Space Grey[out of stock] Silver[out of stock] Gold,2 viewed per hour,US $269.97,http://i.ebayimg.com/images/g/mSwAAOSwMVdYG~LW/s-l300.jpg,416 sold,FREE,98.7% ÊPositive feedback
1944,http://www.ebay.com/itm/Apple-iPhone-6-16GB-64GB-128GB-Verizon-GSM-Unlocked-LTE-4-7-Smartphone-/281988649806?var=&hash=item41a7d5534e:m:mR9fzHz4um82sJVVp8-Hi1w,NA,"Apple iPhone 6 16GB 64GB 128GB Verizon + GSM Unlocked LTE 4.7"" Smartphone ", Space Gray Gold Silver,205 viewed per day,US $219.90,http://i.ebayimg.com/images/g/32oAAOSw8gVX~jiE/s-l300.jpg,443 sold,FREE,99.5% ÊPositive feedback
1945,https://pulsar.ebay.com/plsr/clk/0/SADS/9?pld=%7B%22mecs%22%3A%22262999516238059220dcd00743c48b0d0092d81ea142%22%2C%22enc%22%3A%22AQABAAACkLmQa24OtTHRaocrSZUBEXdbJcXpFE1Lu3SM7wXJtyxhZyzP6LNKagaGKAAbBLUpDXDhbNpLm3Azaq8ZCVz1nidAeR0mTo9caKMBYTGflKLiU1m3o1kLE8JGZ5DsVAowzIb%2BbCZApjRWYz3CILYlopbEKhDVnWSjZKVusHtunvhNaN5PngsEvLSCzKe7tji7aVworMA58gwt9T3y0KLirmGWdyPoQ33cTqL8qIHpTZzijBhy1PaqDbm0YXE3Q%2BU8vSH2CB%2F0AbBo9EKCsQUXr2xUG0thEMNeBsA5Hz1m%2F5KHBdmb1pUr83oqlAP05rEexi%2Fk0IagHQrQHLE1xUnlVhDGKjH1d%2Fo9TXinB6Vqm6fuUwUde9pExagXi7K%2Ft%2BJ78rxMbJbQd3Ncm6GLKVmdRrKdX9rKZYJfHJRbl%2BuOJTj48EoD0Zu3h6vhisNlPS5QBLFf9l4XaKoQEVRU7KyEOg1cUX%2FhSi3b79hlUfk6K4PsIe9P7B4kBnbvSOxTtPTiKgSGfkCJrRkzg2JmTj7cwtnq6fzNt40rE1FLllagD%2F9uR8oeEYBSRHsZky%2BYgSPJa6Aw6XcAjy48dMGmyprAgLJIYX62ULPxm%2B2kdZ6V8Z4iibbWylTYN7X4wN4rbtK8CpyEL6WjHqK6akajHVu99SXutHjsnk%2FiXS0MNpMZRje8WuqfzUtO8CPtoD4qV5a6gaC99hJimbFoxqHsmIUVwswGeyp1fttCpezIkkXeuxfzQUB2hfuoeEf91KUWJXIYUNuyysDOU9X4IomzPgdfi1sVmmCQV2fmn1Gml7JIZtSMfkh7BJTFKF5nmA4LramO0KLW7tRBWQlBFomnI0Ol49NNBbtdpT4KdS%2F2GJLC5YSA%22%7D,NA,NA, NA,NA,NA,NA,NA,NA,NA
1946,https://pulsar.ebay.com/plsr/clk/0/SADS/9?pld=%7B%22mecs%22%3A%221726926033515edaf7f4d9c349c6b185d5c728409c37%22%2C%22enc%22%3A%22AQABAAACoLmQa24OtTHRaocrSZUBEXfonb1ZTpyCx4n%2FA8KI5Wa7pYODGO3yUjoW9zHUMoxEZ4%2B%2B%2FsG91QOEjTyH%2B48QEtJYq7RNQ6MjSIeixZtZ8UIsZKEVAGmLOyiDTAe17bTzCQS9nhp%2B%2BMnUu3DWB4sFU2SCLa067FFV5rdyfyuqjD3ujqcHTaR41M8doAR6jrwaPUQMe9maetH9ykDDAuP3MEdPrlXPncrH7QeH38kFj9ymMW5ZeKeKk5SDkuPgmMQHbQepoQPmPvqkalqx2Vebx2voWtlgFnA%2BzX%2FQjrL2kZPPaJreg3IPVoN52gj8AQgXRmBrXv2kDX1KfP2xXL%2BcNuysAKlPO7L84HBEzozTDiE8P%2FnAbxdc5lbnxcm%2BjihcwM3eP9m59922OxAWO27jZVlnwuUbGCSrPi9YcKd%2FSh%2FR0453%2FJRSO1jZkWp8kUseQojThDen1%2BJ9czhOPQlI768cky9I1IB7bGjMoY9bno4%2FMvjuthyJJQXhxAAxY%2FhrCVEUwsOujVZJ2UM%2FwzcITsfYbV9MQOZycOkTpQawMJk%2Buk0RijWxx6uQOHiyKASZRwlTlMV3UZsb6fQ0oYHDrs05diSeC1e8LBS3w7HPPg0ZgrneB%2FZbmKLOLuC34TBDhL71Yj84U%2FliLmWDXkemyhIAa9m30lnwLK3fN0CUq%2BAKs7WKZ1nMlwSwkcJc99LUitPEv0p5lfilKN6%2BkU%2F0wiUhFhMH1GSGTDV3s5EOqkrYIfMZ6CflN1eP4MIAANrTmtgzrW26x%2FdxSOZmTjo1EVbOWzgiXtdLxXbtWEC%2BCFpJIagxxujvTI4zK%2FE8JsDOxs6AjWM%2BKPE8%2FvAVmG0Pmd5XCrp8LTis4X6mAJq5aoFSXYpfOygz5agIpgWnrfWorw%3D%3D%22%7D,NA,NA, NA,NA,NA,NA,NA,NA,NA
1947,http://www.ebay.com/itm/Apple-iPhone-6-128GB-Unlocked-GSM-iOS-Smartphone-Black-Silver-Gold-/252178802242?var=&hash=item3ab7072642:m:mG_Rz_hyvRd-a6Of7omib2w,NA,Apple iPhone 6 128GB Unlocked GSM iOS Smartphone Black Silver Gold, Space Gray/Black Silver/White Gold/White[out of stock],1 sold in last hour,US $259.99,http://i.ebayimg.com/images/g/NaAAAOSwZ1lWgrvI/s-l300.jpg,302 sold,FREE,97% ÊPositive feedback
1948,http://www.ebay.com/itm/Apple-iPhone-6-16GB-Space-Gray-Verizon-Factory-Unlocked-Clean-ESN-/152559785832?hash=item2385459768:g:3v0AAOSwYIxX5TMl,NA,Apple iPhone 6 - 16GB Space Gray (Verizon) (Factory Unlocked) Clean ESN , NA,4 viewed per hour,US $214.99,http://i.ebayimg.com/images/g/3v0AAOSwYIxX5TMl/s-l300.jpg,Experienced seller,$9.99 ,99.5% ÊPositive feedback
1949,http://www.ebay.com/itm/Apple-iPhone-6-16-64-128-GSM-UNLOCKED-LTE-SMARTPHONE-AT-T-CRICKET-METRO-TMOBILE-/152340110431?var=&hash=item23782d9c5f:m:mWr60jdHBJ1S1Ns8UBLHbUQ,NA,Apple iPhone 6 16 64 128 GSM UNLOCKED LTE SMARTPHONE AT&T CRICKET METRO TMOBILE , 16GB 64GB[out of stock] 128GB[out of stock],3 viewed per hour,US $224.99,http://i.ebayimg.com/images/g/-OwAAOSwX61ZDbbd/s-l300.jpg,208 sold,FREE,99.2% ÊPositive feedback
1950,http://www.ebay.com/itm/Apple-iPhone-6-16GB-GSM-Unlocked-Smartphone-Gold-Gray-Silver-/311452584240?var=&hash=item4884054930:m:m6frKH7710xBtHZ0TAc3i4A,NA,Apple iPhone 6 - 16GB (GSM Unlocked) Smartphone Gold Gray Silver, Silver Space Gray Gold[out of stock],NA,US $239.88,http://i.ebayimg.com/images/g/ZzIAAOSwEeFVU6Cd/s-l300.jpg,"5,470 sold",FREE,98.8% ÊPositive feedback
1951,http://www.ebay.com/itm/Apple-iPhone-6PLUS-6-5s-Factory-Unlocked-Gold-Silver-Space-Gray-Smartphone-A-/282474298098?var=&hash=item41c4c7baf2:m:m6ZKoSIASLH74mMEIpcKJWw,NA,Apple iPhone 6PLUS/6/5s (Factory Unlocked) Gold Silver Space Gray Smartphone A++, 16GB 32GB 64GB 128GB 8GB,17 viewed per hour,US $95.99,http://i.ebayimg.com/images/g/EMQAAOSw1WJZFXj0/s-l300.jpg,25 sold,$14.99 ,97.3% ÊPositive feedback
1952,http://www.ebay.com/itm/NEW-FACTORY-UNLOCKED-APPLE-IPHONE-6-16GB-64GB-SMARTPHONE-GREY-SILVER-GOLD-US-/311824838010?var=&hash=item489a356d7a:m:mor9k5T0cYc_tL4DwAARulg,NA,NEW FACTORY UNLOCKED APPLE IPHONE 6 16GB 64GB SMARTPHONE GREY SILVER GOLD US, Silver Gray Gold,163 viewed per day,US $319.99,http://i.ebayimg.com/images/g/ymcAAOSwSlBYyl-u/s-l300.jpg,130 sold,FREE,98.5% ÊPositive feedback
1953,http://www.ebay.com/itm/Apple-iPhone-6-16-64-128GB-Gold-Silver-Gray-AT-T-Sim-Free-Factory-Unlocked-Phone-/182589613969?var=&hash=item2a83306791:m:mfknmSPd6xzqFlTu3Ah2Nng,NA,Apple iPhone 6 16-64-128GB Gold Silver Gray AT&T Sim Free Factory Unlocked Phone, IPhone 6 - SpaceGray IPhone 6 - Sliver IPhone 6 - Gold IPhone 4s - Black IPhone 4s - White,17 viewed per hour,NA,http://i.ebayimg.com/images/g/boUAAOSwZ4dZJVTB/s-l300.jpg,5 inquiries,FREE,98.2% ÊPositive feedback
1954,http://www.ebay.com/itm/Apple-iPhone-6-64GB-Verizon-Wireless-4G-LTE-8MP-Camera-iOS-Smartphone-/401149524441?var=&hash=item5d665ff9d9:m:m9Qaj_5I-lRPilziVcCZH5g,NA,Apple iPhone 6 64GB Verizon Wireless 4G LTE 8MP Camera iOS Smartphone, Gold Silver[out of stock] Space Gray,8 sold in last 24 hours,US $242.95,http://i.ebayimg.com/images/g/hJEAAOSwgQ9VzM5U/s-l300.jpg,646 sold,FREE,98.3% ÊPositive feedback
